temperature,humidity,soil_moisture,pump_on
33.56,67.97,67.88,0
29.51,70.98,40.52,0
30.41,84.34,64.94,0
22.58,61.43,26.98,0
31.02,69.81,66.72,0
31.11,39.09,17.67,1
33.26,84.78,66.81,0
29.46,64.89,24.03,1
16.48,46.77,20.59,0
27.32,41.65,17.12,1
33.26,75.44,55.08,0
31.53,78.2,66.42,0
16.02,62.09,30.05,0
18.26,40.52,21.35,0
28.23,59.43,22.87,1
21.59,54.57,28.61,0
25.18,67.13,25.65,1
21.13,58.17,30.0,0
18.23,44.73,24.13,0
28.95,74.13,47.22,0
30.17,80.81,65.62,0
29.13,57.11,18.19,1
28.15,46.62,16.86,1
26.46,53.6,18.32,1
21.49,52.6,22.49,0
27.12,58.87,20.11,1
30.82,72.89,72.17,0
18.97,57.78,25.11,0
29.09,55.85,23.28,1
29.74,84.95,41.77,0
15.31,41.85,24.58,0
30.7,78.52,39.03,0
17.51,47.27,24.94,0
27.67,64.55,40.03,0
28.22,83.3,67.04,0
28.11,71.97,59.11,0
27.67,70.54,48.24,0
28.84,42.34,17.34,1
20.26,58.01,32.5,0
19.8,56.77,26.95,0
17.78,64.12,27.33,0
33.72,77.29,44.06,0
18.23,59.88,34.11,0
27.75,74.82,49.24,0
32.02,81.63,68.61,0
31.7,75.53,61.34,0
27.59,54.95,21.96,1
28.63,57.8,22.44,1
16.41,50.86,26.3,0
28.74,82.33,55.81,0
22.49,62.81,28.13,0
33.04,79.59,69.7,0
21.97,61.13,25.2,0
31.1,81.72,37.59,0
26.99,76.45,48.07,0
20.1,55.96,30.45,0
18.77,58.53,26.04,0
32.48,77.4,46.4,0
19.6,55.86,24.77,0
25.56,72.71,18.81,1
18.72,53.54,23.84,0
31.32,77.37,67.94,0
29.06,83.38,61.66,0
25.47,48.34,15.71,1
19.59,44.31,17.62,0
22.27,44.07,23.65,0
29.65,60.88,20.27,1
29.46,72.4,38.4,0
26.29,69.21,71.99,0
23.66,52.15,19.57,0
20.31,44.26,18.53,0
20.13,39.49,23.02,0
30.72,80.07,59.78,0
23.26,50.98,26.77,0
20.19,53.73,20.83,0
30.76,71.27,67.62,0
25.22,55.83,16.24,1
19.03,52.04,17.61,0
19.4,61.38,28.77,0
25.92,40.37,18.1,1
28.31,74.34,44.0,0
19.5,57.52,29.81,0
30.63,81.23,45.93,0
31.67,72.0,49.64,0
20.36,55.23,25.44,0
20.28,63.47,22.46,0
25.76,50.97,21.28,1
34.85,79.0,68.3,0
21.67,60.69,23.88,0
26.89,53.38,19.09,1
22.56,56.46,24.28,0
14.44,56.8,30.22,0
19.22,57.58,30.8,0
25.35,49.07,18.91,1
29.84,60.37,22.1,1
27.12,74.38,39.29,0
18.89,61.6,29.46,0
27.47,79.84,62.93,0
25.56,41.7,18.37,1
30.06,80.32,48.03,0
28.17,73.99,71.58,0
27.2,55.03,24.4,1
20.34,59.35,29.47,0
28.92,45.93,20.25,1
31.52,86.42,73.66,0
35.66,80.88,71.5,0
27.55,56.26,23.47,1
28.38,56.69,19.6,1
19.81,48.68,19.6,0
17.38,51.39,23.52,0
16.18,54.76,27.66,0
17.53,61.61,28.27,0
20.92,63.09,28.61,0
28.53,71.1,34.9,0
20.19,43.52,23.57,0
17.74,59.82,28.07,0
32.75,81.76,50.9,0
30.86,55.96,18.23,1
30.55,77.22,55.39,0
30.51,75.62,61.42,0
24.8,58.12,23.68,0
29.14,55.76,18.74,1
24.17,73.4,42.22,0
29.65,51.48,17.42,1
30.96,74.39,66.82,0
29.49,79.57,45.41,0
20.83,58.32,31.18,0
31.25,72.92,44.29,0
23.49,44.37,17.13,0
25.87,54.29,14.2,1
32.65,57.5,17.47,1
18.97,45.61,18.32,0
30.46,79.89,66.04,0
27.03,82.2,45.84,0
29.11,78.53,48.49,0
29.04,56.39,17.73,1
24.53,60.2,25.46,0
27.88,64.11,20.87,1
26.72,80.92,35.65,0
23.4,57.52,24.94,0
33.34,82.65,68.16,0
30.31,81.34,62.74,0
27.32,49.19,22.84,1
32.63,77.04,36.77,0
22.82,65.13,25.27,0
24.96,58.58,22.33,0
22.37,43.48,25.24,0
19.87,54.24,29.72,0
20.63,51.22,24.92,0
29.34,77.69,66.69,0
33.45,80.52,47.9,0
26.56,81.82,49.63,0
21.72,45.5,22.88,0
27.78,56.65,18.92,1
19.42,54.92,27.26,0
18.25,47.31,24.89,0
30.59,73.77,47.34,0
21.49,65.85,27.54,0
21.43,54.72,21.22,0
25.81,60.15,24.09,1
28.47,52.65,13.86,1
17.37,45.63,20.77,0
21.84,47.64,16.46,0
30.18,68.13,47.73,0
26.91,37.92,20.48,1
26.55,58.85,20.73,1
19.64,48.38,23.58,0
24.48,58.74,23.95,0
25.4,46.61,19.54,1
32.45,82.32,49.24,0
28.73,83.33,60.1,0
20.12,55.16,22.91,0
18.56,49.97,24.13,0
29.47,80.05,57.78,0
27.23,50.54,19.97,1
27.15,50.47,20.39,1
30.81,46.85,20.87,1
29.88,65.06,21.36,1
21.66,45.51,16.61,0
22.91,48.55,22.25,0
28.09,71.74,48.14,0
31.78,81.28,70.44,0
29.94,85.2,55.17,0
25.98,46.97,18.17,1
30.36,63.17,21.78,1
27.01,56.65,16.71,1
25.55,82.12,50.88,0
31.56,52.03,17.61,1
20.78,48.91,19.7,0
28.99,65.34,24.13,1
29.77,76.38,46.6,0
25.08,51.93,17.5,1
27.7,52.71,21.72,1
24.41,70.87,63.34,0
30.34,45.22,18.65,1
32.58,78.32,52.05,0
20.71,46.33,19.65,0
30.83,83.75,46.95,0
14.95,36.0,24.01,0
27.87,85.59,68.38,0
21.02,66.54,27.0,0
21.69,58.89,29.69,0
33.19,79.37,42.76,0
27.77,42.62,18.81,1
19.6,60.48,26.05,0
20.38,53.76,23.33,0
30.1,76.85,65.02,0
19.71,50.52,25.51,0
18.24,51.36,23.92,0
29.02,82.46,62.42,0
32.16,73.53,44.95,0
27.05,70.71,41.32,0
26.27,54.23,23.52,1
34.08,82.69,72.56,0
23.5,51.25,25.61,0
30.24,47.3,20.51,1
31.05,67.01,23.5,1
27.46,46.72,16.74,1
33.34,60.22,22.6,1
32.43,73.35,41.25,0
29.04,63.63,20.08,1
22.92,58.9,19.93,0
29.51,78.65,63.51,0
26.1,43.25,20.45,1
32.94,71.02,67.38,0
33.67,75.96,55.67,0
32.25,78.21,47.48,0
33.39,73.49,41.25,0
37.74,41.61,17.53,1
28.83,48.61,19.63,1
30.44,53.9,19.02,1
23.0,60.74,24.34,0
32.06,78.85,46.35,0
31.47,44.57,18.82,1
15.32,54.71,21.36,0
30.89,77.8,49.86,0
31.42,79.42,38.51,0
32.25,74.87,64.52,0
22.88,66.51,18.47,0
27.18,61.55,13.62,1
29.24,78.04,43.42,0
28.94,65.65,25.17,1
24.25,62.73,19.69,0
29.83,50.29,16.94,1
17.55,65.42,26.9,0
28.27,73.61,43.75,0
27.51,77.14,68.88,0
20.98,51.73,17.0,0
32.06,59.64,23.06,1
21.35,73.11,26.47,0
18.67,61.55,22.27,0
31.54,78.34,59.44,0
29.95,84.75,60.95,0
25.64,47.51,21.84,1
28.84,62.97,24.44,1
28.36,51.19,15.0,1
27.54,54.2,22.27,1
27.83,79.2,59.51,0
30.88,73.71,59.57,0
25.24,67.82,20.49,1
21.18,60.68,28.21,0
17.31,56.85,32.06,0
26.77,75.03,20.77,1
17.76,58.27,28.76,0
18.52,43.82,22.41,0
24.94,61.0,22.85,0
21.99,56.67,26.62,0
24.95,54.99,11.54,0
32.05,75.67,48.85,0
26.49,43.37,16.44,1
17.85,49.48,26.48,0
29.86,49.97,23.63,1
24.44,68.01,27.18,0
21.77,48.19,25.2,0
29.95,76.74,58.61,0
28.6,49.2,22.8,1
32.24,78.02,40.07,0
27.21,46.86,12.63,1
34.24,76.35,58.46,0
32.77,80.52,48.19,0
28.7,49.65,17.93,1
19.92,46.9,22.78,0
32.18,71.38,49.85,0
27.52,81.45,45.23,0
31.15,76.16,49.95,0
25.87,64.23,23.38,1
29.25,46.5,16.84,1
18.16,57.84,30.08,0
20.35,64.96,24.98,0
33.98,76.76,45.59,0
28.81,40.29,19.09,1
32.27,85.07,59.56,0
27.74,80.19,42.3,0
27.59,56.08,24.02,1
22.97,38.92,23.91,0
25.8,67.05,23.66,1
19.5,55.32,26.03,0
34.38,53.18,20.5,1
21.59,48.02,22.56,0
28.55,77.49,38.66,0
31.02,77.95,76.59,0
33.12,52.48,14.08,1
19.55,34.52,19.82,0
30.84,72.59,49.84,0
28.57,64.67,27.82,1
31.92,39.76,15.11,1
22.74,44.91,17.89,0
23.87,43.3,31.52,0
15.54,63.05,30.32,0
18.87,59.95,27.0,0
31.99,76.89,48.31,0
17.88,58.7,25.69,0
18.98,55.72,24.71,0
18.65,63.83,19.93,0
29.77,79.31,65.89,0
25.87,50.17,18.84,1
31.11,80.82,61.0,0
16.85,58.61,27.66,0
18.24,43.09,23.28,0
31.7,58.83,20.82,1
30.16,77.11,68.75,0
26.89,77.69,38.14,0
34.16,76.89,68.71,0
26.01,65.89,25.0,1
29.01,71.38,73.41,0
32.83,80.03,45.23,0
17.1,57.16,28.48,0
19.39,46.49,24.69,0
30.13,57.4,25.97,1
30.73,48.98,22.3,1
27.54,52.46,16.09,1
29.6,82.58,47.38,0
27.11,39.5,12.32,1
25.59,86.78,61.54,0
16.4,57.12,22.23,0
28.86,55.04,25.24,1
30.55,84.99,64.71,0
29.59,79.65,66.23,0
24.51,47.79,19.39,0
27.18,58.02,23.78,1
32.82,73.37,55.09,0
31.74,75.72,60.57,0
32.15,73.08,40.27,0
27.88,73.05,45.62,0
17.41,51.06,16.95,0
26.85,60.09,22.29,1
25.64,78.4,77.83,0
29.62,79.82,46.66,0
29.95,55.12,16.17,1
20.3,44.78,22.21,0
27.71,75.76,67.76,0
21.54,54.39,23.97,0
17.66,55.03,29.42,0
16.97,59.93,19.85,0
16.47,49.43,20.89,0
18.53,54.17,29.86,0
29.09,78.33,53.95,0
21.19,49.13,23.14,0
30.14,80.19,39.22,0
26.28,49.13,16.23,1
30.25,65.44,38.16,0
31.08,53.55,28.02,1
20.29,43.54,25.19,0
28.22,61.1,23.61,1
29.57,53.01,24.01,1
26.29,79.75,57.21,0
18.2,38.9,22.2,0
19.01,42.48,21.21,0
29.49,78.45,65.87,0
25.92,52.15,19.15,1
29.36,48.26,13.61,1
26.22,42.91,16.5,1
28.72,59.69,20.94,1
21.45,60.67,25.62,0
31.81,80.82,54.77,0
29.12,71.79,52.96,0
28.5,77.95,50.18,0
25.82,56.06,23.12,1
25.82,63.85,24.38,1
27.49,45.76,15.13,1
27.33,46.82,18.63,1
28.5,46.66,18.82,1
28.65,77.83,66.02,0
27.9,41.73,22.84,1
20.56,65.46,25.45,0
19.0,48.68,28.02,0
31.84,69.7,46.97,0
32.55,77.85,67.66,0
25.64,59.8,27.19,1
19.53,40.41,24.64,0
29.52,44.53,18.38,1
18.43,47.48,15.94,0
22.58,50.03,22.67,0
29.66,76.96,48.27,0
26.57,71.7,58.84,0
19.61,48.06,20.84,0
20.97,63.34,25.5,0
33.29,73.54,45.62,0
28.45,81.92,38.49,0
22.26,47.66,27.4,0
20.2,49.03,19.44,0
30.91,46.59,18.77,1
18.51,55.73,26.63,0
32.8,74.47,39.53,0
30.54,70.5,45.95,0
27.78,42.49,15.06,1
36.02,89.92,45.47,0
21.56,44.45,18.15,0
24.95,60.11,22.28,0
32.63,77.34,54.05,0
20.64,66.48,25.64,0
32.72,76.39,46.99,0
16.63,59.9,27.91,0
23.85,50.8,18.15,0
24.06,61.22,22.64,0
31.07,85.12,39.29,0
20.24,53.6,19.27,0
19.84,64.33,27.73,0
22.35,48.27,16.44,0
22.82,53.79,29.36,0
16.46,42.11,22.86,0
30.05,35.95,22.13,1
21.84,44.73,21.18,0
27.27,81.64,38.83,0
26.19,61.52,24.88,1
27.56,84.23,58.13,0
20.72,46.36,21.96,0
20.39,60.89,29.04,0
18.01,64.66,28.36,0
27.78,73.41,46.2,0
31.32,83.08,40.12,0
23.59,56.2,22.71,0
23.77,51.12,30.28,0
28.16,68.97,24.75,1
19.18,43.57,23.83,0
20.31,46.67,27.13,0
21.88,43.23,22.06,0
31.76,45.22,20.71,1
24.82,55.43,20.76,0
27.17,56.5,19.46,1
18.72,57.44,27.47,0
24.21,64.84,21.8,0
21.38,52.1,29.67,0
31.7,59.45,22.31,1
19.5,42.09,20.92,0
20.82,43.0,21.13,0
29.0,84.63,44.49,0
16.81,61.99,23.47,0
18.69,42.55,19.46,0
17.69,57.0,22.21,0
24.5,61.02,27.93,0
30.53,46.85,19.95,1
35.67,82.74,51.18,0
30.57,48.17,21.94,1
30.53,59.94,23.21,1
18.82,57.85,21.41,0
34.57,74.78,64.11,0
30.97,76.74,61.23,0
28.46,58.72,22.43,1
22.97,50.8,26.11,0
20.03,48.9,21.08,0
21.74,77.22,43.76,0
21.25,59.53,28.57,0
28.93,49.61,15.75,1
27.1,59.27,19.91,1
21.25,60.0,28.96,0
29.26,82.16,64.18,0
24.04,46.48,17.01,0
26.67,75.04,74.24,0
30.35,76.76,45.17,0
29.1,53.77,16.45,1
31.32,48.01,20.93,1
19.83,55.27,32.6,0
32.7,46.56,19.55,1
31.33,72.49,44.87,0
27.76,81.22,62.98,0
21.54,46.44,23.36,0
26.87,67.53,25.98,1
28.96,75.3,45.22,0
31.15,74.24,73.81,0
24.67,54.28,17.76,0
24.86,55.32,20.41,0
25.46,63.36,20.36,1
24.95,53.57,26.88,0
28.22,72.03,68.13,0
32.94,73.63,47.6,0
20.26,67.11,28.52,0
38.16,83.88,43.48,0
20.99,54.62,30.53,0
18.89,45.08,26.02,0
28.01,66.52,22.03,1
17.93,58.6,29.45,0
31.36,56.11,21.57,1
27.06,62.78,24.74,1
24.3,41.7,18.94,0
24.94,47.17,16.02,0
30.85,80.24,49.76,0
16.1,58.44,27.72,0
27.2,47.34,12.56,1
21.19,59.83,29.92,0
32.2,67.41,65.54,0
25.33,44.77,14.35,1
19.96,60.0,26.17,0
24.16,49.43,13.35,0
33.62,78.32,47.19,0
20.59,55.63,22.47,0
19.88,69.91,27.21,0
29.81,77.46,59.42,0
32.02,82.68,50.15,0
21.3,49.64,17.81,0
31.82,72.34,66.76,0
25.91,70.21,33.71,0
27.95,47.3,20.12,1
34.01,78.15,58.09,0
32.63,71.79,71.91,0
30.91,75.18,71.28,0
26.85,47.16,14.85,1
18.09,48.26,19.68,0
28.49,61.71,21.03,1
27.23,55.32,25.36,1
28.73,77.03,71.45,0
22.28,42.26,17.59,0
19.95,45.52,21.42,0
31.03,80.13,47.58,0
24.06,56.87,21.59,0
24.99,66.41,20.12,0
23.17,47.14,23.82,0
33.54,76.7,69.23,0
16.93,50.08,23.61,0
19.82,56.23,26.55,0
30.71,42.75,14.2,1
21.87,66.46,28.49,0
19.82,55.66,30.58,0
20.52,53.63,19.81,0
19.9,51.61,23.73,0
15.67,65.98,23.13,0
17.99,66.98,27.05,0
19.83,42.12,21.62,0
32.4,85.89,40.43,0
28.77,81.14,68.27,0
20.75,61.44,29.08,0
17.96,51.62,21.82,0
19.33,60.89,28.18,0
32.25,79.65,46.08,0
36.22,45.62,18.09,1
23.3,47.19,14.89,0
28.93,80.44,43.79,0
33.51,84.66,44.13,0
15.82,49.16,22.92,0
28.36,47.18,22.2,1
30.43,81.19,66.47,0
21.5,60.09,24.08,0
16.59,68.65,27.86,0
20.99,53.77,20.13,0
28.35,60.12,23.45,1
32.44,59.68,22.69,1
31.68,78.21,50.31,0
34.65,69.34,64.03,0
30.33,79.57,63.23,0
24.49,53.13,25.8,0
32.71,81.92,41.75,0
29.95,80.12,61.44,0
26.46,50.46,15.07,1
18.22,65.46,25.43,0
17.45,66.68,23.25,0
20.96,52.28,21.88,0
25.92,85.98,45.8,0
32.92,73.75,42.33,0
32.85,75.26,62.69,0
32.51,52.32,20.54,1
35.5,77.99,36.5,0
19.65,60.53,25.01,0
27.12,55.58,23.17,1
22.89,56.43,21.22,0
27.96,77.82,69.48,0
31.72,78.12,60.17,0
31.24,71.57,39.53,0
28.63,82.61,69.86,0
26.91,44.7,16.51,1
31.19,77.12,59.49,0
23.91,51.38,17.17,0
29.94,84.88,69.88,0
28.53,77.12,45.77,0
30.7,85.26,62.95,0
30.26,47.42,15.48,1
23.55,51.02,22.96,0
21.87,58.81,20.32,0
20.69,65.43,28.22,0
19.39,50.82,22.53,0
31.6,76.76,49.67,0
22.92,63.57,21.52,0
18.23,63.67,27.73,0
20.81,51.79,25.12,0
31.98,70.09,46.82,0
28.42,80.31,48.52,0
34.47,78.72,64.16,0
18.91,62.99,26.37,0
26.5,74.91,68.48,0
16.9,47.97,24.88,0
31.34,64.22,21.58,1
18.39,44.53,24.44,0
28.96,59.35,20.99,1
26.1,70.8,25.62,1
19.6,46.0,26.38,0
29.04,44.83,16.95,1
28.77,53.58,15.91,1
17.99,47.12,22.38,0
31.8,80.87,45.82,0
28.57,79.41,61.04,0
28.83,60.52,22.13,1
26.86,50.92,20.7,1
24.43,58.45,20.79,0
30.41,46.22,14.82,1
17.85,42.14,23.36,0
34.33,84.07,59.79,0
19.85,58.19,26.83,0
30.25,77.2,59.74,0
27.46,62.85,22.71,1
34.52,81.68,64.51,0
20.97,61.74,28.28,0
24.96,41.15,19.56,0
19.75,63.11,28.79,0
28.5,80.3,71.95,0
27.99,77.02,51.21,0
24.21,45.74,18.48,0
30.23,83.36,64.77,0
26.41,79.83,43.54,0
29.38,51.42,18.2,1
26.73,48.55,20.95,1
30.72,47.4,18.76,1
33.05,73.47,61.56,0
27.07,59.48,23.95,1
23.39,47.43,18.43,0
20.81,60.35,24.49,0
19.08,46.72,25.17,0
30.61,77.52,46.69,0
20.95,61.05,20.11,0
27.06,58.51,14.07,1
30.25,60.77,20.32,1
25.49,62.31,22.81,1
25.76,82.95,47.71,0
28.3,67.46,22.98,1
14.89,48.39,20.95,0
25.06,50.47,20.18,1
12.84,61.97,32.07,0
31.23,85.32,35.92,0
20.67,58.41,27.63,0
28.63,79.17,42.43,0
20.35,66.32,30.72,0
17.02,52.99,23.42,0
27.8,52.48,20.77,1
33.07,82.26,65.86,0
21.63,60.84,26.56,0
30.6,75.05,51.79,0
26.87,58.68,23.17,1
14.2,56.29,30.84,0
33.23,84.51,50.42,0
19.56,58.54,30.64,0
19.71,57.6,26.38,0
25.88,88.74,68.69,0
29.95,58.27,18.9,1
32.22,71.89,44.54,0
32.2,74.25,78.17,0
21.2,64.03,28.06,0
29.55,80.16,44.1,0
27.78,47.86,15.31,1
21.37,57.04,23.73,0
29.82,54.97,17.61,1
20.83,65.17,28.0,0
19.81,68.27,29.55,0
17.67,50.57,24.57,0
29.9,86.9,61.31,0
20.35,62.67,29.22,0
19.95,39.91,21.19,0
31.2,80.78,64.16,0
25.02,56.3,16.02,1
18.64,49.86,24.65,0
20.27,60.56,11.65,0
17.55,59.29,25.67,0
18.51,41.37,23.87,0
28.24,53.67,21.64,1
21.01,67.74,25.37,0
28.89,42.32,15.95,1
18.01,46.02,22.71,0
26.93,76.36,74.8,0
28.61,58.38,29.27,1
19.31,61.14,29.46,0
28.2,83.62,47.36,0
34.75,82.86,48.59,0
27.0,46.89,15.58,1
27.01,61.87,25.96,1
32.94,64.92,17.65,1
31.86,71.71,45.05,0
20.42,54.75,23.59,0
20.22,47.43,22.69,0
20.85,58.33,26.97,0
19.54,64.66,27.18,0
21.29,57.3,28.19,0
29.37,70.28,22.92,1
32.66,60.42,23.84,1
21.96,35.58,20.45,0
16.76,43.7,21.18,0
32.76,82.38,46.96,0
23.32,57.19,28.14,0
28.39,63.33,24.48,1
17.86,61.27,19.27,0
31.95,74.89,40.69,0
20.48,60.98,31.05,0
30.16,71.32,43.63,0
18.43,69.31,28.24,0
26.71,79.24,44.92,0
20.98,57.2,28.81,0
28.39,76.8,62.56,0
33.84,78.52,63.84,0
27.9,44.4,17.2,1
30.71,69.57,44.8,0
30.58,79.13,38.07,0
29.04,79.76,49.78,0
28.53,57.12,19.62,1
32.98,78.7,66.59,0
31.61,82.02,71.21,0
28.58,57.01,17.75,1
25.19,62.72,20.96,1
31.3,47.14,18.66,1
29.35,84.52,68.14,0
30.65,75.77,47.28,0
26.73,89.58,62.3,0
20.75,61.52,30.42,0
28.88,78.81,61.76,0
28.06,66.5,21.89,1
28.67,61.2,25.29,1
30.56,42.61,15.37,1
28.83,68.95,68.15,0
29.59,77.3,45.79,0
20.45,56.89,26.58,0
28.2,48.09,20.01,1
31.23,63.55,25.75,1
17.49,49.74,22.55,0
27.87,48.09,16.31,1
21.09,58.93,30.09,0
30.18,75.7,62.29,0
19.37,56.5,28.48,0
29.27,48.64,17.76,1
26.11,62.1,23.55,1
30.61,53.33,21.04,1
23.89,89.38,42.84,0
28.93,47.38,16.58,1
27.75,70.78,42.48,0
22.21,59.39,25.07,0
32.45,48.14,13.86,1
28.41,53.89,22.78,1
27.25,52.13,20.16,1
25.02,68.67,22.57,1
30.36,77.92,31.36,0
20.27,69.48,31.61,0
27.81,63.44,21.35,1
19.64,48.87,24.78,0
24.19,56.31,21.59,0
30.08,76.57,39.82,0
29.62,85.73,40.49,0
25.12,53.67,16.93,1
20.1,56.01,24.51,0
23.45,73.68,18.24,0
21.27,47.82,26.34,0
32.64,70.63,60.0,0
32.98,72.35,65.8,0
30.66,74.45,60.61,0
19.33,55.26,23.58,0
25.97,70.83,21.14,1
27.69,78.03,39.25,0
27.93,58.65,20.63,1
28.17,83.4,61.81,0
27.58,60.36,23.53,1
20.22,67.31,25.94,0
26.59,78.82,49.31,0
18.96,50.41,27.56,0
17.39,58.57,32.0,0
24.63,46.12,22.1,0
27.77,46.33,16.57,1
19.46,65.1,26.82,0
26.55,50.39,20.63,1
20.85,55.1,18.97,0
23.39,61.57,29.15,0
34.61,79.35,44.44,0
22.05,46.97,18.88,0
19.49,57.3,26.57,0
32.36,51.35,16.9,1
30.03,79.83,47.81,0
30.99,82.87,48.01,0
31.12,81.66,64.74,0
33.2,73.17,64.17,0
31.75,77.32,63.59,0
30.84,50.96,17.91,1
21.12,49.26,25.19,0
28.31,60.85,17.88,1
25.03,47.9,19.62,1
29.98,76.34,65.54,0
20.55,48.67,18.76,0
32.83,78.01,67.18,0
19.4,66.94,27.98,0
36.86,52.62,20.97,1
21.72,56.64,32.24,0
30.73,60.32,27.03,1
29.62,87.87,38.63,0
21.71,40.4,16.51,0
23.91,60.48,25.54,0
22.15,39.91,19.69,0
20.9,54.11,18.33,0
26.52,55.43,20.68,1
30.13,81.04,65.64,0
36.67,75.32,51.34,0
29.45,71.23,56.19,0
27.46,73.04,75.07,0
29.7,53.35,20.04,1
22.82,53.02,29.06,0
30.61,47.23,15.92,1
30.94,82.6,50.77,0
21.62,60.0,26.91,0
22.18,64.18,27.9,0
22.45,52.47,24.24,0
33.69,69.61,38.26,0
21.11,43.08,20.86,0
30.35,57.64,22.25,1
29.05,73.38,53.11,0
31.17,82.13,39.91,0
28.3,77.24,50.06,0
24.94,43.82,18.45,0
30.4,47.31,19.76,1
33.67,56.91,23.33,1
31.22,74.27,67.31,0
21.05,49.6,19.98,0
19.73,40.29,23.04,0
18.12,45.56,26.42,0
20.04,61.19,28.54,0
28.59,81.2,44.65,0
21.33,59.06,29.26,0
25.83,72.37,41.81,0
33.27,38.87,23.77,1
27.2,85.01,48.07,0
29.81,91.0,71.91,0
30.27,56.67,23.68,1
32.54,76.55,64.27,0
32.76,89.82,50.36,0
31.73,41.44,21.04,1
29.07,77.42,53.1,0
23.32,50.86,24.79,0
23.82,62.72,21.32,0
34.38,73.1,65.2,0
29.0,71.39,67.88,0
24.88,61.63,28.02,0
27.48,44.12,16.88,1
22.67,57.25,23.41,0
27.21,62.64,21.93,1
22.63,52.47,21.98,0
28.41,44.26,15.5,1
27.74,49.15,18.68,1
27.9,63.76,22.93,1
22.72,51.17,17.98,0
18.78,59.9,25.02,0
30.55,81.65,34.1,0
20.17,46.35,24.97,0
25.61,48.71,16.97,1
29.55,66.22,19.55,1
31.45,52.02,22.74,1
22.44,69.0,28.34,0
22.78,62.96,27.63,0
26.78,56.81,12.88,1
29.24,79.56,62.91,0
28.4,43.76,17.4,1
32.97,74.55,49.82,0
32.47,80.02,72.5,0
27.99,60.86,20.46,1
30.55,50.6,13.34,1
21.94,65.14,24.86,0
14.61,55.65,29.09,0
29.24,75.87,36.71,0
20.77,42.99,23.77,0
21.13,64.8,29.27,0
28.42,64.57,40.47,0
25.77,71.31,21.99,1
28.68,46.61,18.6,1
28.36,88.48,39.17,0
29.81,77.11,59.73,0
19.79,48.17,24.6,0
19.37,48.47,25.61,0
20.8,40.8,21.44,0
27.55,80.88,51.06,0
20.72,43.33,26.56,0
25.58,44.45,19.38,1
31.93,87.92,43.19,0
30.14,75.39,68.1,0
21.24,47.58,22.55,0
18.09,42.8,23.59,0
19.93,59.84,28.3,0
32.54,83.28,53.49,0
30.9,77.51,59.98,0
24.8,53.68,19.72,0
28.83,54.72,16.59,1
25.19,43.19,22.82,1
31.85,79.41,40.0,0
22.31,43.04,16.82,0
19.76,60.73,31.2,0
19.01,48.29,21.8,0
34.57,73.26,68.57,0
32.51,83.96,44.04,0
23.25,53.42,21.18,0
24.26,81.04,56.31,0
17.92,49.5,24.94,0
30.67,74.97,65.67,0
28.69,62.87,23.05,1
26.38,57.83,20.98,1
20.36,47.74,21.96,0
27.95,59.1,22.55,1
20.15,60.17,25.84,0
20.14,61.31,23.97,0
27.81,47.44,9.79,1
21.66,45.01,20.82,0
21.05,40.78,29.71,0
26.2,44.59,24.02,1
20.63,56.33,28.04,0
26.42,62.98,26.5,1
20.42,42.99,19.73,0
28.98,62.74,26.17,1
19.8,52.64,22.52,0
28.32,55.15,23.33,1
20.08,46.61,22.64,0
28.46,44.37,17.82,1
30.0,69.75,21.9,1
17.28,57.45,30.45,0
15.36,51.28,27.15,0
31.81,72.18,62.85,0
25.67,45.62,14.34,1
18.87,54.16,29.42,0
18.18,40.65,20.18,0
29.74,70.31,66.22,0
20.82,69.08,30.81,0
28.56,49.49,22.98,1
26.01,82.54,62.47,0
20.58,63.79,24.32,0
22.39,39.63,24.95,0
32.84,75.08,51.79,0
34.26,74.19,48.81,0
30.51,72.53,47.78,0
19.23,40.44,22.93,0
24.73,50.95,15.69,0
30.5,86.89,63.0,0
20.8,62.66,30.43,0
31.5,72.25,63.08,0
34.31,77.95,42.16,0
22.55,62.67,28.43,0
31.44,81.67,75.26,0
20.17,44.02,21.51,0
29.86,72.11,64.24,0
29.79,45.56,15.72,1
27.51,52.31,20.11,1
32.69,78.69,62.63,0
19.19,59.78,26.57,0
31.75,81.07,70.08,0
22.39,52.22,20.56,0
19.59,53.62,19.92,0
23.6,44.3,21.98,0
20.21,44.82,24.38,0
22.23,70.59,25.01,0
31.56,56.83,20.01,1
25.26,48.43,24.7,1
21.91,53.58,27.88,0
17.27,57.05,24.52,0
16.49,46.32,23.48,0
21.85,63.36,29.67,0
28.1,83.35,69.8,0
20.54,66.02,30.47,0
26.49,49.09,17.34,1
30.35,72.52,66.24,0
25.67,44.86,18.95,1
35.61,47.62,17.21,1
32.28,46.61,17.13,1
21.69,48.91,21.89,0
24.26,47.56,22.86,0
17.33,66.23,32.35,0
30.78,69.64,63.24,0
29.46,59.73,20.9,1
20.1,47.28,24.72,0
31.68,80.12,63.88,0
27.44,77.36,59.0,0
26.27,46.53,19.75,1
20.91,44.88,21.92,0
20.88,52.32,24.51,0
25.53,53.98,21.56,1
33.61,82.45,70.23,0
18.83,46.32,24.39,0
29.8,85.55,67.31,0
26.58,83.2,58.5,0
25.58,50.38,15.23,1
31.35,74.19,49.19,0
25.2,43.58,16.95,1
19.81,55.72,21.43,0
16.38,48.67,23.63,0
33.4,61.22,22.82,1
